#n 	 inv 	 fullpiv 	 partialpiv 	 A_to_B 	 A_to_C 	 B_to_C 
1	6.6894e-05	1.0437e-05	4.223e-06
2	4.61e-06	3.716e-06	1.525e-06
3	4.048e-06	3.175e-06	1.505e-06
4	4.409e-06	3.696e-06	1.725e-06
5	5.007e-06	4.381e-06	1.97e-06
6	5.746e-06	4.764e-06	2.136e-06
7	4.285e-06	3.456e-06	1.792e-06
8	4.082e-06	3.671e-06	1.835e-06
9	5.057e-06	5.104e-06	2.112e-06
10	8.615e-06	4.951e-06	2.405e-06
11	6.13e-06	5.511e-06	2.646e-06
12	7.996e-06	5.417e-06	2.73e-06
13	1.2503e-05	6.922e-06	3.266e-06
14	1.0291e-05	7.236e-06	3.306e-06
15	9.608e-06	8.232e-06	3.752e-06
16	1.1143e-05	7.744e-06	3.498e-06
17	1.8015e-05	9.659e-06	5.687e-06
18	1.2281e-05	9.911e-06	5.539e-06
19	1.3617e-05	1.1102e-05	6.111e-06
20	1.5344e-05	1.0201e-05	5.802e-06
21	1.4641e-05	1.2796e-05	7.04e-06
22	1.8494e-05	1.3535e-05	7.285e-06
23	1.9181e-05	1.5559e-05	7.668e-06
24	1.6569e-05	1.4275e-05	7.312e-06
25	1.9609e-05	1.7366e-05	8.819e-06
26	2.5016e-05	1.784e-05	9.094e-06
27	2.4993e-05	2.0209e-05	1.0093e-05
28	2.4354e-05	1.8678e-05	9.337e-06
29	2.9019e-05	2.3216e-05	1.1075e-05
30	2.6001e-05	2.323e-05	1.1206e-05
31	2.8165e-05	2.5882e-05	1.2126e-05
32	3.2914e-05	2.3349e-05	1.1011e-05
33	3.0495e-05	2.888e-05	1.3765e-05
34	3.1892e-05	2.868e-05	1.3578e-05
35	4.1795e-05	3.1939e-05	1.5187e-05
36	3.5912e-05	3.5463e-05	7.111e-05
37	8.8729e-05	8.1643e-05	6.595e-05
38	5.5794e-05	3.8443e-05	1.677e-05
39	5.5464e-05	4.0729e-05	1.815e-05
40	3.9338e-05	3.6974e-05	1.5489e-05
41	4.5312e-05	4.3525e-05	1.8803e-05
42	5.6503e-05	4.5122e-05	1.9568e-05
43	5.0848e-05	7.3406e-05	2.2161e-05
44	4.7755e-05	4.4525e-05	1.9081e-05
45	5.6844e-05	5.3073e-05	2.2399e-05
46	6.4301e-05	5.4626e-05	2.2609e-05
47	5.9962e-05	5.7301e-05	2.4899e-05
48	5.8936e-05	5.5017e-05	2.202e-05
49	6.3096e-05	6.4429e-05	2.5962e-05
50	0.00016187	0.000106744	4.7901e-05
51	0.000165525	0.000120783	3.4576e-05
52	7.1337e-05	6.575e-05	2.5656e-05
53	8.8515e-05	7.6381e-05	2.9957e-05
54	7.7529e-05	7.7774e-05	3.0078e-05
55	0.000154797	8.5787e-05	3.418e-05
56	0.000134014	0.000125489	6.7241e-05
57	0.000146745	0.00014375	3.7365e-05
58	0.000108183	0.000150519	5.8108e-05
59	0.000183225	0.000155616	6.3721e-05
60	0.000155687	0.000161108	5.4239e-05
61	0.000214429	0.000157652	6.4937e-05
62	0.000215672	0.000142344	6.1666e-05
63	0.000183601	0.000141204	4.8539e-05
64	0.000168637	0.00010891	4.5138e-05
65	0.000116063	0.000123823	4.552e-05
66	0.000123892	0.00012504	4.455e-05
67	0.000126068	0.000130711	4.8652e-05
68	0.000193497	0.000204849	7.1958e-05
69	0.000260466	0.000219606	7.3068e-05
70	0.000137295	0.000145793	5.4727e-05
71	0.000195882	0.00015308	5.568e-05
72	0.000190943	0.000144874	4.8158e-05
73	0.000151719	0.000163802	5.5852e-05
74	0.000149246	0.000161468	5.5094e-05
75	0.000159346	0.000171744	5.9563e-05
76	0.00027786	0.000167804	5.7008e-05
77	0.000162418	0.000184079	6.1313e-05
78	0.00016577	0.000184546	6.1582e-05
79	0.000259791	0.000242995	7.1118e-05
80	0.000172948	0.000192624	6.0389e-05
81	0.000214531	0.000238714	7.0934e-05
82	0.000276302	0.000209447	6.8615e-05
83	0.000198584	0.000220468	7.358e-05
84	0.000184973	0.000213803	6.5558e-05
85	0.000311141	0.000237867	7.5093e-05
86	0.000205907	0.000235184	7.4457e-05
87	0.000253945	0.000299346	0.000103174
88	0.00036513	0.000239955	7.4074e-05
89	0.000254447	0.000560169	0.000144029
90	0.000531311	0.00040804	0.000155526
91	0.000477537	0.000277413	8.9577e-05
92	0.000235139	0.000267424	7.9221e-05
93	0.000252046	0.000314772	0.000167373
94	0.000371148	0.000295509	8.9848e-05
95	0.000265744	0.000310516	9.4625e-05
96	0.000376234	0.000299618	8.961e-05
97	0.000271365	0.000330301	9.7688e-05
98	0.000278048	0.00032546	9.7638e-05
99	0.000428775	0.000378389	0.000107218
100	0.000296238	0.000417297	0.000203235
101	0.000305655	0.00036293	0.000105339
102	0.000455306	0.000366472	0.000107515
103	0.000328804	0.000382904	0.000113957
104	0.000434426	0.000367079	0.000103077
105	0.000323623	0.000431702	0.000115784
106	0.000472372	0.00040196	0.000116718
107	0.000508349	0.000450086	0.00012384
108	0.000353435	0.000448	0.000113092
109	0.000503044	0.000450283	0.000124691
110	0.000365053	0.000441934	0.000124246
111	0.000534878	0.000547116	0.000158192
112	0.000390947	0.00045007	0.00012112
113	0.000373816	0.000574862	0.000142504
114	0.000577598	0.000488974	0.000136121
115	0.000407578	0.000506365	0.00014219
116	0.000546116	0.000489006	0.000128819
117	0.000409099	0.000569425	0.000145782
118	0.000602404	0.000718847	0.000149147
119	0.000436784	0.000551314	0.000292567
120	0.000607819	0.000538862	0.000142262
121	0.000437939	0.000575949	0.000156286
122	0.000692417	0.000576606	0.000157349
123	0.000470784	0.000627939	0.00017122
124	0.000633891	0.000584367	0.000148785
125	0.000476136	0.000627502	0.000167492
126	0.000701227	0.000628201	0.000167222
127	0.000498186	0.000651072	0.000172098
128	0.000760757	0.000669663	0.000198162
129	0.000519227	0.000710817	0.000175493
130	0.000748973	0.000685023	0.000176571
131	0.000550029	0.000780731	0.00019484
132	0.000912263	0.00073108	0.000176462
133	0.00056405	0.000737734	0.000187126
134	0.000809651	0.000808097	0.000266004
135	0.000577927	0.000768365	0.000196543
136	0.000786817	0.000751706	0.000182886
137	0.000583802	0.000815949	0.000208563
138	0.000835315	0.000801739	0.000198939
139	0.000631331	0.000838559	0.000209947
140	0.000927216	0.000815859	0.00019445
141	0.000650677	0.000865272	0.000213367
142	0.000909593	0.000876262	0.000221219
143	0.000721682	0.000930892	0.000222665
144	0.000936965	0.00095832	0.000212831
145	0.0011189	0.00104276	0.000263813
146	0.000823134	0.00100321	0.000240715
147	0.00115448	0.0010045	0.00029814
148	0.000686864	0.000947803	0.000221326
149	0.000998935	0.00105303	0.000248387
150	0.00072795	0.00112122	0.000251786
151	0.00106174	0.00117179	0.000260158
152	0.00103854	0.00102397	0.000238025
153	0.000778937	0.00111887	0.000300276
154	0.00108332	0.00112281	0.000267046
155	0.00082952	0.00112847	0.000269203
156	0.00104502	0.00109575	0.000246876
157	0.00111884	0.00117374	0.000313077
158	0.000866433	0.00117961	0.000272461
159	0.00118329	0.00120007	0.000284222
160	0.00113988	0.00122869	0.000283897
161	0.000864517	0.00135598	0.000294867
162	0.00120013	0.00123776	0.000288123
