#direkt 	 verbessert 	 relativer Fehler 
6.54314e-10	6.30434e-10	0.0378781
6.54314e-10	6.31371e-10	0.0363382
6.54314e-10	6.32308e-10	0.0348029
6.54314e-10	6.33244e-10	0.0332721
6.54314e-10	6.34181e-10	0.0317459
6.54314e-10	6.35118e-10	0.0302241
6.54314e-10	6.36055e-10	0.0287069
6.54314e-10	6.36991e-10	0.0271941
6.54314e-10	6.37928e-10	0.0256857
6.54314e-10	6.38865e-10	0.0241818
6.54314e-10	6.39802e-10	0.0226822
6.54314e-10	6.40738e-10	0.0211871
6.54314e-10	6.41675e-10	0.0196963
6.54314e-10	6.42612e-10	0.0182098
6.54314e-10	6.43549e-10	0.0167277
6.54314e-10	6.44485e-10	0.0152499
6.54314e-10	6.45422e-10	0.0137764
6.54314e-10	6.46359e-10	0.0123072
6.54314e-10	6.47296e-10	0.0108422
6.54314e-10	6.48232e-10	0.00938144
6.54314e-10	6.49169e-10	0.0079249
6.54314e-10	6.50106e-10	0.00647256
6.54314e-10	6.51043e-10	0.0050244
6.54314e-10	6.51979e-10	0.0035804
6.54314e-10	6.52916e-10	0.00214054
6.54314e-10	6.53853e-10	0.000704807
6.54314e-10	6.5479e-10	0.000726816
6.54314e-10	6.55726e-10	0.00215435
6.54314e-10	6.56663e-10	0.00357781
6.54314e-10	6.576e-10	0.00499721
6.54314e-10	6.58537e-10	0.00641258
6.54314e-10	6.59473e-10	0.00782393
6.54314e-10	6.6041e-10	0.00923127
6.54314e-10	6.61347e-10	0.0106346
6.54314e-10	6.62284e-10	0.012034
6.54314e-10	6.63221e-10	0.0134294
6.54314e-10	6.64157e-10	0.0148209
6.54314e-10	6.65094e-10	0.0162085
6.54314e-10	6.66031e-10	0.0175922
6.54314e-10	6.66968e-10	0.018972
6.54314e-10	6.67904e-10	0.0203479
6.54314e-10	6.68841e-10	0.02172
6.54314e-10	6.69778e-10	0.0230882
6.54314e-10	6.70715e-10	0.0244526
6.54314e-10	6.71651e-10	0.0258132
6.54314e-10	6.72588e-10	0.02717
6.54314e-10	6.73525e-10	0.028523
6.54314e-10	6.74462e-10	0.0298723
6.54314e-10	6.75398e-10	0.0312178
6.54314e-10	6.76335e-10	0.0325596
6.54314e-10	6.77272e-10	0.0338977
6.54314e-10	6.78209e-10	0.0352321
6.54314e-10	6.79145e-10	0.0365628
6.54314e-10	6.80082e-10	0.0378899
6.54314e-10	6.81019e-10	0.0392133
6.54314e-10	6.81956e-10	0.040533
6.54314e-10	6.82892e-10	0.0418492
6.54314e-10	6.83829e-10	0.0431617
6.54314e-10	6.84766e-10	0.0444706
6.54314e-10	6.85703e-10	0.045776
6.54314e-10	6.86639e-10	0.0470778
6.54314e-10	6.87576e-10	0.0483761
6.54314e-10	6.88513e-10	0.0496708
6.54314e-10	6.8945e-10	0.050962
6.54314e-10	6.90386e-10	0.0522497
6.54314e-10	6.91323e-10	0.0535339
6.54314e-10	6.9226e-10	0.0548147
6.54314e-10	6.93197e-10	0.056092
6.54314e-10	6.94133e-10	0.0573658
6.54314e-10	6.9507e-10	0.0586362
6.54314e-10	6.96007e-10	0.0599032
6.54314e-10	6.96944e-10	0.0611667
6.54314e-10	6.9788e-10	0.0624269
6.54314e-10	6.98817e-10	0.0636837
6.54314e-10	6.99754e-10	0.0649371
6.54314e-10	7.00691e-10	0.0661872
6.54314e-10	7.01627e-10	0.067434
6.54314e-10	7.02564e-10	0.0686774
6.54314e-10	7.03501e-10	0.0699175
6.54314e-10	7.04438e-10	0.0711543
6.54314e-10	7.05374e-10	0.0723878
6.54314e-10	7.06311e-10	0.0736181
6.54314e-10	7.07248e-10	0.0748451
6.54314e-10	7.08185e-10	0.0760688
7.63366e-10	7.09121e-10	0.0764957
7.63366e-10	7.10058e-10	0.0750755
7.63366e-10	7.10995e-10	0.0736591
7.63366e-10	7.11932e-10	0.0722464
7.63366e-10	7.12868e-10	0.0708374
7.63366e-10	7.13805e-10	0.0694321
7.63366e-10	7.14742e-10	0.0680305
7.63366e-10	7.15679e-10	0.0666325
7.63366e-10	7.16615e-10	0.0652382
7.63366e-10	7.17552e-10	0.0638476
7.63366e-10	7.18489e-10	0.0624605
7.63366e-10	7.19426e-10	0.0610771
7.63366e-10	7.20362e-10	0.0596973
7.63366e-10	7.21299e-10	0.0583211
7.63366e-10	7.22236e-10	0.0569484
7.63366e-10	7.23173e-10	0.0555793
7.63366e-10	7.24109e-10	0.0542138
7.63366e-10	7.25046e-10	0.0528517
7.63366e-10	7.25983e-10	0.0514932
7.63366e-10	7.2692e-10	0.0501382
7.63366e-10	7.27856e-10	0.0487867
7.63366e-10	7.28793e-10	0.0474386
7.63366e-10	7.2973e-10	0.046094
7.63366e-10	7.30667e-10	0.0447529
7.63366e-10	7.31603e-10	0.0434152
7.63366e-10	7.3254e-10	0.0420809
7.63366e-10	7.33477e-10	0.04075
7.63366e-10	7.34414e-10	0.0394225
7.63366e-10	7.3535e-10	0.0380984
7.63366e-10	7.36287e-10	0.0367777
7.63366e-10	7.37224e-10	0.0354603
7.63366e-10	7.38161e-10	0.0341462
7.63366e-10	7.39097e-10	0.0328355
7.63366e-10	7.40034e-10	0.0315282
7.63366e-10	7.40971e-10	0.0302241
7.63366e-10	7.41908e-10	0.0289233
7.63366e-10	7.42844e-10	0.0276258
7.63366e-10	7.43781e-10	0.0263315
7.63366e-10	7.44718e-10	0.0250406
7.63366e-10	7.45655e-10	0.0237528
7.63366e-10	7.46591e-10	0.0224683
7.63366e-10	7.47528e-10	0.021187
7.63366e-10	7.48465e-10	0.0199089
7.63366e-10	7.49402e-10	0.0186341
7.63366e-10	7.50338e-10	0.0173623
7.63366e-10	7.51275e-10	0.0160938
7.63366e-10	7.52212e-10	0.0148284
7.63366e-10	7.53149e-10	0.0135662
7.63366e-10	7.54085e-10	0.0123071
7.63366e-10	7.55022e-10	0.0110512
7.63366e-10	7.55959e-10	0.00979832
7.63366e-10	7.56896e-10	0.00854857
7.63366e-10	7.57832e-10	0.00730191
7.63366e-10	7.58769e-10	0.00605832
7.63366e-10	7.59706e-10	0.00481781
7.63366e-10	7.60643e-10	0.00358035
7.63366e-10	7.61579e-10	0.00234593
7.63366e-10	7.62516e-10	0.00111455
7.63366e-10	7.63453e-10	0.000113814
7.63366e-10	7.6439e-10	0.00133916
7.63366e-10	7.65326e-10	0.00256152
7.63366e-10	7.66263e-10	0.00378088
7.63366e-10	7.672e-10	0.00499726
7.63366e-10	7.68137e-10	0.00621068
7.63366e-10	7.69073e-10	0.00742114
7.63366e-10	7.7001e-10	0.00862866
7.63366e-10	7.70947e-10	0.00983324
7.63366e-10	7.71884e-10	0.0110349
7.63366e-10	7.72821e-10	0.0122336
7.63366e-10	7.73757e-10	0.0134295
7.63366e-10	7.74694e-10	0.0146224
7.63366e-10	7.75631e-10	0.0158125
7.63366e-10	7.76568e-10	0.0169997
7.63366e-10	7.77504e-10	0.018184
7.63366e-10	7.78441e-10	0.0193655
7.63366e-10	7.79378e-10	0.0205442
7.63366e-10	7.80315e-10	0.02172
7.63366e-10	7.81251e-10	0.022893
7.63366e-10	7.82188e-10	0.0240632
7.63366e-10	7.83125e-10	0.0252306
7.63366e-10	7.84062e-10	0.0263952
7.63366e-10	7.84998e-10	0.027557
7.63366e-10	7.85935e-10	0.028716
7.63366e-10	7.86872e-10	0.0298723
7.63366e-10	7.87809e-10	0.0310259
7.63366e-10	7.88745e-10	0.0321767
7.63366e-10	7.89682e-10	0.0333247
7.63366e-10	7.90619e-10	0.0344701
7.63366e-10	7.91556e-10	0.0356127
7.63366e-10	7.92492e-10	0.0367527
7.63366e-10	7.93429e-10	0.0378899
7.63366e-10	7.94366e-10	0.0390245
7.63366e-10	7.95303e-10	0.0401564
7.63366e-10	7.96239e-10	0.0412856
7.63366e-10	7.97176e-10	0.0424122
7.63366e-10	7.98113e-10	0.0435361
7.63366e-10	7.9905e-10	0.0446574
7.63366e-10	7.99986e-10	0.0457761
7.63366e-10	8.00923e-10	0.0468921
7.63366e-10	8.0186e-10	0.0480056
7.63366e-10	8.02797e-10	0.0491164
7.63366e-10	8.03733e-10	0.0502247
7.63366e-10	8.0467e-10	0.0513303
7.63366e-10	8.05607e-10	0.0524334
7.63366e-10	8.06544e-10	0.053534
7.63366e-10	8.0748e-10	0.054632
7.63366e-10	8.08417e-10	0.0557274
7.63366e-10	8.09354e-10	0.0568203
7.63366e-10	8.10291e-10	0.0579107
7.63366e-10	8.11227e-10	0.0589986
7.63366e-10	8.12164e-10	0.0600839
7.63366e-10	8.13101e-10	0.0611668
7.63366e-10	8.14038e-10	0.0622471
7.63366e-10	8.14974e-10	0.063325
7.63366e-10	8.15911e-10	0.0644004
7.63366e-10	8.16848e-10	0.0654733
7.63366e-10	8.17785e-10	0.0665438
8.72418e-10	8.18721e-10	0.0655865
8.72418e-10	8.19658e-10	0.0643687
8.72418e-10	8.20595e-10	0.0631536
8.72418e-10	8.21532e-10	0.0619414
8.72418e-10	8.22468e-10	0.0607319
8.72418e-10	8.23405e-10	0.0595251
8.72418e-10	8.24342e-10	0.0583211
8.72418e-10	8.25279e-10	0.0571198
8.72418e-10	8.26215e-10	0.0559213
8.72418e-10	8.27152e-10	0.0547255
8.72418e-10	8.28089e-10	0.0535323
8.72418e-10	8.29026e-10	0.0523419
8.72418e-10	8.29962e-10	0.0511542
8.72418e-10	8.30899e-10	0.0499691
8.72418e-10	8.31836e-10	0.0487867
8.72418e-10	8.32773e-10	0.047607
8.72418e-10	8.33709e-10	0.0464299
8.72418e-10	8.34646e-10	0.0452554
8.72418e-10	8.35583e-10	0.0440836
8.72418e-10	8.3652e-10	0.0429144
8.72418e-10	8.37456e-10	0.0417479
8.72418e-10	8.38393e-10	0.0405839
8.72418e-10	8.3933e-10	0.0394225
8.72418e-10	8.40267e-10	0.0382638
8.72418e-10	8.41203e-10	0.0371076
8.72418e-10	8.4214e-10	0.0359539
8.72418e-10	8.43077e-10	0.0348029
8.72418e-10	8.44014e-10	0.0336544
8.72418e-10	8.4495e-10	0.0325084
8.72418e-10	8.45887e-10	0.031365
8.72418e-10	8.46824e-10	0.0302241
8.72418e-10	8.47761e-10	0.0290857
8.72418e-10	8.48697e-10	0.0279499
8.72418e-10	8.49634e-10	0.0268165
8.72418e-10	8.50571e-10	0.0256857
8.72418e-10	8.51508e-10	0.0245573
8.72418e-10	8.52444e-10	0.0234314
8.72418e-10	8.53381e-10	0.022308
8.72418e-10	8.54318e-10	0.021187
8.72418e-10	8.55255e-10	0.0200686
8.72418e-10	8.56191e-10	0.0189525
8.72418e-10	8.57128e-10	0.0178389
8.72418e-10	8.58065e-10	0.0167277
8.72418e-10	8.59002e-10	0.015619
8.72418e-10	8.59938e-10	0.0145126
8.72418e-10	8.60875e-10	0.0134087
8.72418e-10	8.61812e-10	0.0123072
8.72418e-10	8.62749e-10	0.011208
8.72418e-10	8.63685e-10	0.0101113
8.72418e-10	8.64622e-10	0.00901689
8.72418e-10	8.65559e-10	0.00792488
8.72418e-10	8.66496e-10	0.00683523
8.72418e-10	8.67432e-10	0.00574793
8.72418e-10	8.68369e-10	0.00466299
8.72418e-10	8.69306e-10	0.00358037
8.72418e-10	8.70243e-10	0.00250009
8.72418e-10	8.71179e-10	0.00142214
8.72418e-10	8.72116e-10	0.000346496
8.72418e-10	8.73053e-10	0.000726838
8.72418e-10	8.7399e-10	0.00179787
8.72418e-10	8.74926e-10	0.00286661
8.72418e-10	8.75863e-10	0.00393306
8.72418e-10	8.768e-10	0.00499724
8.72418e-10	8.77737e-10	0.00605914
8.72418e-10	8.78673e-10	0.00711878
8.72418e-10	8.7961e-10	0.00817616
8.72418e-10	8.80547e-10	0.00923129
8.72418e-10	8.81484e-10	0.0102842
8.72418e-10	8.82421e-10	0.0113348
8.72418e-10	8.83357e-10	0.0123833
8.72418e-10	8.84294e-10	0.0134295
8.72418e-10	8.85231e-10	0.0144735
8.72418e-10	8.86168e-10	0.0155152
8.72418e-10	8.87104e-10	0.0165548
8.72418e-10	8.88041e-10	0.0175922
8.72418e-10	8.88978e-10	0.0186274
8.72418e-10	8.89915e-10	0.0196604
8.72418e-10	8.90851e-10	0.0206913
8.72418e-10	8.91788e-10	0.02172
8.72418e-10	8.92725e-10	0.0227465
8.72418e-10	8.93662e-10	0.0237709
8.72418e-10	8.94598e-10	0.0247931
8.72418e-10	8.95535e-10	0.0258132
8.72418e-10	8.96472e-10	0.0268312
8.72418e-10	8.97409e-10	0.027847
8.72418e-10	8.98345e-10	0.0288607
8.72418e-10	8.99282e-10	0.0298723
8.72418e-10	9.00219e-10	0.0308818
8.72418e-10	9.01156e-10	0.0318892
8.72418e-10	9.02092e-10	0.0328945
8.72418e-10	9.03029e-10	0.0338977
8.72418e-10	9.03966e-10	0.0348989
8.72418e-10	9.04903e-10	0.0358979
8.72418e-10	9.05839e-10	0.0368949
8.72418e-10	9.06776e-10	0.0378899
8.72418e-10	9.07713e-10	0.0388828
8.72418e-10	9.0865e-10	0.0398736
8.72418e-10	9.09586e-10	0.0408624
8.72418e-10	9.10523e-10	0.0418492
8.72418e-10	9.1146e-10	0.0428339
8.72418e-10	9.12397e-10	0.0438166
8.72418e-10	9.13333e-10	0.0447973
8.72418e-10	9.1427e-10	0.045776
8.72418e-10	9.15207e-10	0.0467527
8.72418e-10	9.16144e-10	0.0477274
8.72418e-10	9.1708e-10	0.0487001
8.72418e-10	9.18017e-10	0.0496708
8.72418e-10	9.18954e-10	0.0506396
8.72418e-10	9.19891e-10	0.0516063
8.72418e-10	9.20827e-10	0.0525711
8.72418e-10	9.21764e-10	0.053534
8.72418e-10	9.22701e-10	0.0544948
8.72418e-10	9.23638e-10	0.0554538
8.72418e-10	9.24574e-10	0.0564108
8.72418e-10	9.25511e-10	0.0573658
8.72418e-10	9.26448e-10	0.0583189
9.81471e-10	9.27385e-10	0.0583211
9.81471e-10	9.28321e-10	0.0572532
9.81471e-10	9.29258e-10	0.0561874
9.81471e-10	9.30195e-10	0.0551237
9.81471e-10	9.31132e-10	0.0540622
9.81471e-10	9.32068e-10	0.0530029
9.81471e-10	9.33005e-10	0.0519457
9.81471e-10	9.33942e-10	0.0508905
9.81471e-10	9.34879e-10	0.0498375
9.81471e-10	9.35815e-10	0.0487867
9.81471e-10	9.36752e-10	0.0477379
