#direkt 	 verbessert 	 relativer Fehler 
3.27157e-10	2.81962e-10	0.160285
3.27157e-10	2.82899e-10	0.156443
3.27157e-10	2.83836e-10	0.152627
3.27157e-10	2.84773e-10	0.148835
3.27157e-10	2.85709e-10	0.145069
3.27157e-10	2.86646e-10	0.141327
3.27157e-10	2.87583e-10	0.137609
3.27157e-10	2.8852e-10	0.133915
3.27157e-10	2.89456e-10	0.130246
3.27157e-10	2.90393e-10	0.1266
3.27157e-10	2.9133e-10	0.122977
3.27157e-10	2.92267e-10	0.119378
3.27157e-10	2.93203e-10	0.115802
3.27157e-10	2.9414e-10	0.112248
3.27157e-10	2.95077e-10	0.108717
3.27157e-10	2.96014e-10	0.105209
3.27157e-10	2.9695e-10	0.101722
3.27157e-10	2.97887e-10	0.0982576
3.27157e-10	2.98824e-10	0.0948148
3.27157e-10	2.99761e-10	0.0913935
3.27157e-10	3.00697e-10	0.0879935
3.27157e-10	3.01634e-10	0.0846147
3.27157e-10	3.02571e-10	0.0812567
3.27157e-10	3.03508e-10	0.0779195
3.27157e-10	3.04444e-10	0.0746028
3.27157e-10	3.05381e-10	0.0713065
3.27157e-10	3.06318e-10	0.0680303
3.27157e-10	3.07255e-10	0.0647741
3.27157e-10	3.08191e-10	0.0615377
3.27157e-10	3.09128e-10	0.058321
3.27157e-10	3.10065e-10	0.0551236
3.27157e-10	3.11002e-10	0.0519455
3.27157e-10	3.11938e-10	0.0487865
3.27157e-10	3.12875e-10	0.0456465
3.27157e-10	3.13812e-10	0.0425251
3.27157e-10	3.14749e-10	0.0394224
3.27157e-10	3.15685e-10	0.036338
3.27157e-10	3.16622e-10	0.0332719
3.27157e-10	3.17559e-10	0.0302239
3.27157e-10	3.18496e-10	0.0271939
3.27157e-10	3.19432e-10	0.0241816
3.27157e-10	3.20369e-10	0.0211869
3.27157e-10	3.21306e-10	0.0182097
3.27157e-10	3.22243e-10	0.0152498
3.27157e-10	3.23179e-10	0.012307
3.27157e-10	3.24116e-10	0.00938127
3.27157e-10	3.25053e-10	0.00647239
3.27157e-10	3.2599e-10	0.00358023
3.27157e-10	3.26926e-10	0.000704637
3.27157e-10	3.27863e-10	0.00215452
3.27157e-10	3.288e-10	0.00499738
3.27157e-10	3.29737e-10	0.0078241
3.27157e-10	3.30674e-10	0.0106348
3.27157e-10	3.3161e-10	0.0134296
3.27157e-10	3.32547e-10	0.0162087
3.27157e-10	3.33484e-10	0.0189721
3.27157e-10	3.34421e-10	0.0217201
3.27157e-10	3.35357e-10	0.0244527
3.27157e-10	3.36294e-10	0.0271701
3.27157e-10	3.37231e-10	0.0298724
3.27157e-10	3.38168e-10	0.0325598
3.27157e-10	3.39104e-10	0.0352323
3.27157e-10	3.40041e-10	0.03789
3.27157e-10	3.40978e-10	0.0405332
3.27157e-10	3.41915e-10	0.0431619
3.27157e-10	3.42851e-10	0.0457762
3.27157e-10	3.43788e-10	0.0483762
3.27157e-10	3.44725e-10	0.0509622
3.27157e-10	3.45662e-10	0.0535341
3.27157e-10	3.46598e-10	0.0560921
3.27157e-10	3.47535e-10	0.0586363
3.27157e-10	3.48472e-10	0.0611669
3.27157e-10	3.49409e-10	0.0636839
3.27157e-10	3.50345e-10	0.0661874
3.27157e-10	3.51282e-10	0.0686776
3.27157e-10	3.52219e-10	0.0711545
3.27157e-10	3.53156e-10	0.0736183
3.27157e-10	3.54092e-10	0.076069
3.27157e-10	3.55029e-10	0.0785068
3.27157e-10	3.55966e-10	0.0809318
3.27157e-10	3.56903e-10	0.083344
3.27157e-10	3.57839e-10	0.0857437
3.27157e-10	3.58776e-10	0.0881308
3.27157e-10	3.59713e-10	0.0905054
3.27157e-10	3.6065e-10	0.0928677
3.27157e-10	3.61586e-10	0.0952178
3.27157e-10	3.62523e-10	0.0975558
3.27157e-10	3.6346e-10	0.0998817
3.27157e-10	3.64397e-10	0.102196
3.27157e-10	3.65333e-10	0.104498
3.27157e-10	3.6627e-10	0.106788
3.27157e-10	3.67207e-10	0.109067
3.27157e-10	3.68144e-10	0.111334
3.27157e-10	3.6908e-10	0.113589
3.27157e-10	3.70017e-10	0.115833
3.27157e-10	3.70954e-10	0.118066
3.27157e-10	3.71891e-10	0.120287
3.27157e-10	3.72827e-10	0.122498
3.27157e-10	3.73764e-10	0.124697
3.27157e-10	3.74701e-10	0.126885
3.27157e-10	3.75638e-10	0.129063
3.27157e-10	3.76574e-10	0.131229
3.27157e-10	3.77511e-10	0.133385
3.27157e-10	3.78448e-10	0.13553
3.27157e-10	3.79385e-10	0.137664
3.27157e-10	3.80321e-10	0.139788
3.27157e-10	3.81258e-10	0.141902
4.36209e-10	3.82195e-10	0.141327
4.36209e-10	3.83132e-10	0.138536
4.36209e-10	3.84068e-10	0.135759
4.36209e-10	3.85005e-10	0.132996
4.36209e-10	3.85942e-10	0.130246
4.36209e-10	3.86879e-10	0.127509
4.36209e-10	3.87815e-10	0.124786
4.36209e-10	3.88752e-10	0.122075
4.36209e-10	3.89689e-10	0.119378
4.36209e-10	3.90626e-10	0.116694
4.36209e-10	3.91562e-10	0.114022
4.36209e-10	3.92499e-10	0.111364
4.36209e-10	3.93436e-10	0.108717
4.36209e-10	3.94373e-10	0.106084
4.36209e-10	3.95309e-10	0.103463
4.36209e-10	3.96246e-10	0.100854
4.36209e-10	3.97183e-10	0.0982578
4.36209e-10	3.9812e-10	0.0956737
4.36209e-10	3.99056e-10	0.0931017
4.36209e-10	3.99993e-10	0.0905417
4.36209e-10	4.0093e-10	0.0879937
4.36209e-10	4.01867e-10	0.0854576
4.36209e-10	4.02803e-10	0.0829333
4.36209e-10	4.0374e-10	0.0804207
4.36209e-10	4.04677e-10	0.0779197
4.36209e-10	4.05614e-10	0.0754303
4.36209e-10	4.0655e-10	0.0729524
4.36209e-10	4.07487e-10	0.0704858
4.36209e-10	4.08424e-10	0.0680306
4.36209e-10	4.09361e-10	0.0655866
4.36209e-10	4.10297e-10	0.0631537
4.36209e-10	4.11234e-10	0.0607319
4.36209e-10	4.12171e-10	0.0583212
4.36209e-10	4.13108e-10	0.0559214
4.36209e-10	4.14044e-10	0.0535324
4.36209e-10	4.14981e-10	0.0511542
4.36209e-10	4.15918e-10	0.0487868
4.36209e-10	4.16855e-10	0.0464299
4.36209e-10	4.17791e-10	0.0440837
4.36209e-10	4.18728e-10	0.0417479
4.36209e-10	4.19665e-10	0.0394226
4.36209e-10	4.20602e-10	0.0371076
4.36209e-10	4.21538e-10	0.0348029
4.36209e-10	4.22475e-10	0.0325085
4.36209e-10	4.23412e-10	0.0302242
4.36209e-10	4.24349e-10	0.0279499
4.36209e-10	4.25285e-10	0.0256857
4.36209e-10	4.26222e-10	0.0234315
4.36209e-10	4.27159e-10	0.0211871
4.36209e-10	4.28096e-10	0.0189526
4.36209e-10	4.29032e-10	0.0167278
4.36209e-10	4.29969e-10	0.0145127
4.36209e-10	4.30906e-10	0.0123072
4.36209e-10	4.31843e-10	0.0101113
4.36209e-10	4.32779e-10	0.00792494
4.36209e-10	4.33716e-10	0.005748
4.36209e-10	4.34653e-10	0.00358044
4.36209e-10	4.3559e-10	0.0014222
4.36209e-10	4.36526e-10	0.000726774
4.36209e-10	4.37463e-10	0.00286655
4.36209e-10	4.384e-10	0.00499717
4.36209e-10	4.39337e-10	0.00711871
4.36209e-10	4.40273e-10	0.00923123
4.36209e-10	4.4121e-10	0.0113348
4.36209e-10	4.42147e-10	0.0134294
4.36209e-10	4.43084e-10	0.0155152
4.36209e-10	4.44021e-10	0.0175921
4.36209e-10	4.44957e-10	0.0196604
4.36209e-10	4.45894e-10	0.0217199
4.36209e-10	4.46831e-10	0.0237708
4.36209e-10	4.47768e-10	0.0258131
4.36209e-10	4.48704e-10	0.0278469
4.36209e-10	4.49641e-10	0.0298722
4.36209e-10	4.50578e-10	0.0318891
4.36209e-10	4.51515e-10	0.0338977
4.36209e-10	4.52451e-10	0.0358979
4.36209e-10	4.53388e-10	0.0378898
4.36209e-10	4.54325e-10	0.0398736
4.36209e-10	4.55262e-10	0.0418491
4.36209e-10	4.56198e-10	0.0438166
4.36209e-10	4.57135e-10	0.045776
4.36209e-10	4.58072e-10	0.0477274
4.36209e-10	4.59009e-10	0.0496708
4.36209e-10	4.59945e-10	0.0516063
4.36209e-10	4.60882e-10	0.0535339
4.36209e-10	4.61819e-10	0.0554537
4.36209e-10	4.62756e-10	0.0573657
4.36209e-10	4.63692e-10	0.0592701
4.36209e-10	4.64629e-10	0.0611667
4.36209e-10	4.65566e-10	0.0630557
4.36209e-10	4.66503e-10	0.0649371
4.36209e-10	4.67439e-10	0.066811
4.36209e-10	4.68376e-10	0.0686774
4.36209e-10	4.69313e-10	0.0705363
4.36209e-10	4.7025e-10	0.0723878
4.36209e-10	4.71186e-10	0.074232
4.36209e-10	4.72123e-10	0.0760688
4.36209e-10	4.7306e-10	0.0778984
4.36209e-10	4.73997e-10	0.0797207
4.36209e-10	4.74933e-10	0.0815359
4.36209e-10	4.7587e-10	0.0833439
4.36209e-10	4.76807e-10	0.0851447
4.36209e-10	4.77744e-10	0.0869386
4.36209e-10	4.7868e-10	0.0887254
4.36209e-10	4.79617e-10	0.0905052
4.36209e-10	4.80554e-10	0.0922781
4.36209e-10	4.81491e-10	0.0940441
4.36209e-10	4.82427e-10	0.0958033
4.36209e-10	4.83364e-10	0.0975556
4.36209e-10	4.84301e-10	0.0993011
4.36209e-10	4.85238e-10	0.10104
4.36209e-10	4.86174e-10	0.102772
4.36209e-10	4.87111e-10	0.104497
4.36209e-10	4.88048e-10	0.106216
4.36209e-10	4.88985e-10	0.107928
4.36209e-10	4.89921e-10	0.109634
5.45262e-10	4.90858e-10	0.110833
5.45262e-10	4.91795e-10	0.108717
5.45262e-10	4.92732e-10	0.10661
5.45262e-10	4.93668e-10	0.10451
5.45262e-10	4.94605e-10	0.102418
5.45262e-10	4.95542e-10	0.100334
5.45262e-10	4.96479e-10	0.0982578
5.45262e-10	4.97415e-10	0.0961895
5.45262e-10	4.98352e-10	0.094129
5.45262e-10	4.99289e-10	0.0920762
5.45262e-10	5.00226e-10	0.0900311
5.45262e-10	5.01162e-10	0.0879937
5.45262e-10	5.02099e-10	0.0859638
5.45262e-10	5.03036e-10	0.0839415
5.45262e-10	5.03973e-10	0.0819268
5.45262e-10	5.04909e-10	0.0799195
5.45262e-10	5.05846e-10	0.0779196
5.45262e-10	5.06783e-10	0.0759272
5.45262e-10	5.0772e-10	0.0739421
5.45262e-10	5.08656e-10	0.0719643
5.45262e-10	5.09593e-10	0.0699938
5.45262e-10	5.1053e-10	0.0680305
5.45262e-10	5.11467e-10	0.0660744
5.45262e-10	5.12403e-10	0.0641254
5.45262e-10	5.1334e-10	0.0621836
5.45262e-10	5.14277e-10	0.0602488
5.45262e-10	5.15214e-10	0.0583211
5.45262e-10	5.1615e-10	0.0564004
5.45262e-10	5.17087e-10	0.0544866
5.45262e-10	5.18024e-10	0.0525798
5.45262e-10	5.18961e-10	0.0506798
5.45262e-10	5.19897e-10	0.0487867
5.45262e-10	5.20834e-10	0.0469004
5.45262e-10	5.21771e-10	0.0450208
5.45262e-10	5.22708e-10	0.043148
5.45262e-10	5.23644e-10	0.0412819
5.45262e-10	5.24581e-10	0.0394225
5.45262e-10	5.25518e-10	0.0375697
5.45262e-10	5.26455e-10	0.0357235
5.45262e-10	5.27391e-10	0.0338839
5.45262e-10	5.28328e-10	0.0320507
5.45262e-10	5.29265e-10	0.0302241
5.45262e-10	5.30202e-10	0.0284039
5.45262e-10	5.31138e-10	0.0265901
5.45262e-10	5.32075e-10	0.0247828
5.45262e-10	5.33012e-10	0.0229817
5.45262e-10	5.33949e-10	0.021187
5.45262e-10	5.34885e-10	0.0193986
5.45262e-10	5.35822e-10	0.0176165
5.45262e-10	5.36759e-10	0.0158405
5.45262e-10	5.37696e-10	0.0140707
5.45262e-10	5.38632e-10	0.0123071
5.45262e-10	5.39569e-10	0.0105497
5.45262e-10	5.40506e-10	0.00879828
5.45262e-10	5.41443e-10	0.00705296
5.45262e-10	5.42379e-10	0.00531366
5.45262e-10	5.43316e-10	0.00358036
5.45262e-10	5.44253e-10	0.00185303
5.45262e-10	5.4519e-10	0.000131632
5.45262e-10	5.46126e-10	0.00158386
5.45262e-10	5.47063e-10	0.00329348
5.45262e-10	5.48e-10	0.00499725
5.45262e-10	5.48937e-10	0.00669521
5.45262e-10	5.49873e-10	0.00838738
5.45262e-10	5.5081e-10	0.0100738
5.45262e-10	5.51747e-10	0.0117545
5.45262e-10	5.52684e-10	0.0134295
5.45262e-10	5.53621e-10	0.0150988
5.45262e-10	5.54557e-10	0.0167625
5.45262e-10	5.55494e-10	0.0184206
5.45262e-10	5.56431e-10	0.020073
5.45262e-10	5.57368e-10	0.02172
5.45262e-10	5.58304e-10	0.0233614
5.45262e-10	5.59241e-10	0.0249973
5.45262e-10	5.60178e-10	0.0266277
5.45262e-10	5.61115e-10	0.0282527
5.45262e-10	5.62051e-10	0.0298723
5.45262e-10	5.62988e-10	0.0314865
5.45262e-10	5.63925e-10	0.0330953
5.45262e-10	5.64862e-10	0.0346988
5.45262e-10	5.65798e-10	0.036297
5.45262e-10	5.66735e-10	0.0378899
5.45262e-10	5.67672e-10	0.0394775
5.45262e-10	5.68609e-10	0.04106
5.45262e-10	5.69545e-10	0.0426372
5.45262e-10	5.70482e-10	0.0442092
5.45262e-10	5.71419e-10	0.045776
5.45262e-10	5.72356e-10	0.0473378
5.45262e-10	5.73292e-10	0.0488944
5.45262e-10	5.74229e-10	0.050446
5.45262e-10	5.75166e-10	0.0519925
5.45262e-10	5.76103e-10	0.053534
5.45262e-10	5.77039e-10	0.0550704
5.45262e-10	5.77976e-10	0.0566019
5.45262e-10	5.78913e-10	0.0581285
5.45262e-10	5.7985e-10	0.0596501
5.45262e-10	5.80786e-10	0.0611668
5.45262e-10	5.81723e-10	0.0626786
5.45262e-10	5.8266e-10	0.0641855
5.45262e-10	5.83597e-10	0.0656876
5.45262e-10	5.84533e-10	0.0671849
5.45262e-10	5.8547e-10	0.0686774
5.45262e-10	5.86407e-10	0.0701652
5.45262e-10	5.87344e-10	0.0716482
5.45262e-10	5.8828e-10	0.0731264
5.45262e-10	5.89217e-10	0.0746
5.45262e-10	5.90154e-10	0.0760689
5.45262e-10	5.91091e-10	0.0775331
5.45262e-10	5.92027e-10	0.0789927
5.45262e-10	5.92964e-10	0.0804477
5.45262e-10	5.93901e-10	0.0818981
5.45262e-10	5.94838e-10	0.0833439
5.45262e-10	5.95774e-10	0.0847852
5.45262e-10	5.96711e-10	0.086222
5.45262e-10	5.97648e-10	0.0876542
5.45262e-10	5.98585e-10	0.089082
5.45262e-10	5.99521e-10	0.0905053
6.54314e-10	6.00458e-10	0.089691
6.54314e-10	6.01395e-10	0.0879937
6.54314e-10	6.02332e-10	0.0863016
6.54314e-10	6.03268e-10	0.0846148
6.54314e-10	6.04205e-10	0.0829333
6.54314e-10	6.05142e-10	0.0812569
6.54314e-10	6.06079e-10	0.0795857
6.54314e-10	6.07015e-10	0.0779197
6.54314e-10	6.07952e-10	0.0762588
6.54314e-10	6.08889e-10	0.074603
6.54314e-10	6.09826e-10	0.0729523
6.54314e-10	6.10762e-10	0.0713067
6.54314e-10	6.11699e-10	0.0696661
6.54314e-10	6.12636e-10	0.0680305
6.54314e-10	6.13573e-10	0.0663999
6.54314e-10	6.14509e-10	0.0647743
6.54314e-10	6.15446e-10	0.0631537
6.54314e-10	6.16383e-10	0.0615379
6.54314e-10	6.1732e-10	0.0599271
6.54314e-10	6.18256e-10	0.0583211
6.54314e-10	6.19193e-10	0.0567201
6.54314e-10	6.2013e-10	0.0551238
6.54314e-10	6.21067e-10	0.0535324
6.54314e-10	6.22003e-10	0.0519457
6.54314e-10	6.2294e-10	0.0503638
6.54314e-10	6.23877e-10	0.0487867
6.54314e-10	6.24814e-10	0.0472143
6.54314e-10	6.2575e-10	0.0456466
6.54314e-10	6.26687e-10	0.0440836
6.54314e-10	6.27624e-10	0.0425253
6.54314e-10	6.28561e-10	0.0409716
6.54314e-10	6.29497e-10	0.0394226
