#konjugierten Gradientenverfahren 
-1	1	2
-0.995005	1	1.995
-2.43931	3.83105	4.45463
0.483051	-1.88578	2.93172
0.475092	-1.87018	2.91779
0.466537	-1.85337	2.90281
0.457296	-1.83518	2.88665
0.447258	-1.81537	2.86912
0.436288	-1.79368	2.84998
0.424207	-1.76974	2.82896
0.410788	-1.7431	2.80566
0.395726	-1.71313	2.77961
0.378602	-1.67899	2.75012
0.358827	-1.6395	2.71626
0.33553	-1.5929	2.67669
0.307364	-1.53648	2.62935
0.272113	-1.4658	2.57099
0.225836	-1.37297	2.49606
0.160811	-1.24261	2.39448
0.0601816	-1.04143	2.24738
-0.114687	-0.694573	2.02833
-0.420265	-0.101204	1.79717
-0.797057	0.588527	1.84356
-0.607581	0.307559	1.75037
-0.516247	0.194875	1.71675
-0.441057	0.116574	1.69029
-0.370575	0.0545335	1.66505
-0.307304	0.0077544	1.64122
-0.249431	-0.0277228	1.61781
-0.195917	-0.054349	1.59432
-0.145824	-0.0739024	1.57041
-0.098393	-0.0876302	1.54577
-0.0529825	-0.0964057	1.52016
-0.00903954	-0.100823	1.49331
0.0339247	-0.101259	1.46495
0.0763527	-0.0979136	1.43476
0.118655	-0.0908368	1.40239
0.16122	-0.0799395	1.36741
0.204426	-0.0650002	1.32935
0.248647	-0.0456628	1.28761
0.294262	-0.0214274	1.24152
0.341661	0.00836606	1.19027
0.391254	0.0445614	1.13289
0.443481	0.0882206	1.0682
0.498819	0.140671	0.994801
0.5578	0.203568	0.910958
0.621026	0.27899	0.814541
0.689197	0.369566	0.702884
0.763151	0.478672	0.572609
0.84392	0.610727	0.419398
0.932825	0.771674	0.238003
1.03162	0.969781	0.0437351
1.1427	1.21702	0.259728
1.26925	1.53113	0.595476
1.41312	1.93354	1.02087
1.54426	2.36006	1.46492
1.55588	2.41854	1.52357
1.55528	2.41993	1.52464
1.55502	2.41991	1.52453
1.55394	2.41825	1.52259
1.52917	2.35127	1.45118
1.81587	3.23017	2.37473
1.22301	1.44573	0.498411
1.35957	1.84268	0.916186
1.32178	1.75372	0.819537
1.2911	1.65877	0.720221
1.18927	1.39465	0.437684
1.17617	1.36321	0.403678
1.09528	1.18263	0.205989
1.02832	1.04566	0.0537296
0.989069	0.974841	0.0274308
0.984889	0.969782	0.0337856
0.984822	0.96981	0.0337906
0.984862	0.970006	0.033598
0.99571	0.992039	0.0090431
0.999295	0.998523	0.00163648
0.999301	0.998603	0.00156244
