#Gradientenverfahren 
-0.814032	0.66366	1.84495
-0.807214	0.663242	1.83832
-0.807819	0.653602	1.84071
-0.80091	0.653168	1.834
-0.80153	0.643498	1.83647
-0.794525	0.643049	1.82968
-0.795161	0.633346	1.83222
-0.788057	0.632881	1.82536
-0.788708	0.623141	1.82798
-0.7815	0.62266	1.82102
-0.782166	0.612881	1.82373
-0.77485	0.612383	1.81668
-0.775532	0.602562	1.81947
-0.768103	0.602047	1.81233
-0.7688	0.59218	1.81521
-0.761253	0.591647	1.80797
-0.761966	0.581732	1.81093
-0.754295	0.581181	1.8036
-0.755023	0.571213	1.80664
-0.747223	0.570644	1.7992
-0.747966	0.56062	1.80234
-0.740031	0.560032	1.79479
-0.74079	0.549947	1.79803
-0.732711	0.54934	1.79036
-0.733486	0.539191	1.79369
-0.725258	0.538564	1.7859
-0.726049	0.528347	1.78933
-0.717663	0.527698	1.78141
-0.718469	0.517409	1.78495
-0.709917	0.516739	1.7769
-0.71074	0.506372	1.78053
-0.702012	0.505679	1.77234
-0.702851	0.495229	1.77609
-0.693937	0.494513	1.76775
-0.694794	0.483976	1.77161
-0.685682	0.483235	1.76311
-0.686556	0.472604	1.76709
-0.677234	0.471838	1.75843
-0.678125	0.461107	1.76253
-0.668581	0.460314	1.75369
-0.66949	0.449476	1.75792
-0.659707	0.448655	1.74889
-0.660635	0.437704	1.75325
-0.650596	0.436853	1.74402
-0.651543	0.425779	1.74852
-0.641231	0.424897	1.73907
-0.642197	0.413693	1.74372
-0.63159	0.412778	1.73405
-0.632577	0.401434	1.73885
-0.62165	0.400483	1.72892
-0.622659	0.388988	1.73389
-0.611386	0.387999	1.72369
-0.612417	0.376341	1.72883
-0.600767	0.375311	1.71834
-0.601822	0.363478	1.72366
-0.589759	0.362403	1.71285
-0.590838	0.35038	1.71836
-0.578322	0.349257	1.70721
-0.579426	0.337025	1.71293
-0.566412	0.33585	1.70139
-0.56754	0.323388	1.70733
-0.553975	0.32216	1.69538
-0.555125	0.309442	1.70155
-0.54095	0.30816	1.68913
-0.542118	0.295155	1.69556
-0.527266	0.293821	1.68263
-0.528447	0.280494	1.68933
-0.512839	0.279111	1.67582
-0.514023	0.265422	1.68282
-0.497569	0.263999	1.66866
-0.498744	0.249898	1.67597
-0.481339	0.248448	1.66108
-0.482488	0.233881	1.66874
-0.464008	0.232424	1.65303
-0.465109	0.217326	1.66106
-0.445406	0.21589	1.64439
-0.446427	0.200186	1.65283
-0.425324	0.198814	1.63507
-0.426225	0.182417	1.64395
-0.403509	0.181168	1.62491
-0.404233	0.163976	1.63426
-0.379641	0.16294	1.61372
-0.380111	0.144835	1.62358
-0.35332	0.14414	1.60124
-0.353428	0.124987	1.61165
-0.324038	0.124822	1.58714
-0.323633	0.104471	1.59812
-0.291144	0.105118	1.57094
-0.290013	0.083415	1.58249
-0.253815	0.0853004	1.55201
-0.251661	0.0621134	1.56406
-0.211034	0.0658875	1.52943
-0.207448	0.0411706	1.54184
-0.161646	0.0478155	1.50202
-0.156108	0.021741	1.51446
-0.10462	0.0326721	1.4683
-0.0965959	0.00585046	1.48015
-0.0397833	0.0228396	1.42688
-0.0290061	-0.00347284	1.43729
0.0309497	0.0210673	1.37745
0.0440459	-0.00301592	1.3856
0.102943	0.0289793	1.32197
0.117176	0.00846767	1.3276
0.170787	0.0456147	1.2643
0.18489	0.0289404	1.26782
0.231348	0.0681576	1.20796
0.244559	0.0547856	1.21001
0.284201	0.093852	1.15476
0.296254	0.0830482	1.15588
0.330235	0.120844	1.10522
0.341131	0.111975	1.10576
0.370615	0.148073	1.0592
0.380458	0.140664	1.05938
0.406394	0.174981	1.01638
0.415313	0.168687	1.01634
0.438426	0.201292	0.976371
0.446543	0.195864	0.976191
0.467381	0.226881	0.938827
0.474806	0.222141	0.93856
0.493786	0.251711	0.903432
0.500609	0.247524	0.903112
0.518051	0.275786	0.86992
0.52435	0.272052	0.86957
0.540504	0.299136	0.838061
0.546343	0.295777	0.837696
0.561407	0.321799	0.807664
0.56684	0.318756	0.807293
0.580973	0.34382	0.77856
0.586045	0.341046	0.77819
0.599375	0.365246	0.750608
0.604125	0.362702	0.750244
0.61676	0.386121	0.723685
0.62122	0.383777	0.72333
0.633247	0.406488	0.697685
0.637446	0.404318	0.697339
0.64894	0.426389	0.672512
0.652902	0.424373	0.672179
0.663927	0.445861	0.648086
0.667672	0.443981	0.647765
0.678282	0.464941	0.624332
0.681828	0.463183	0.624024
0.692071	0.483663	0.601186
0.695434	0.482013	0.600891
0.70535	0.502058	0.578589
0.708545	0.500507	0.578307
0.71817	0.520157	0.556487
0.721208	0.518695	0.556219
0.730575	0.537987	0.534832
0.733468	0.536607	0.534577
0.742605	0.555576	0.513581
0.745361	0.55427	0.513338
0.754295	0.572948	0.492691
0.756923	0.571711	0.492461
0.765677	0.590128	0.472125
0.768185	0.588955	0.471907
0.77678	0.60714	0.451847
0.779175	0.606026	0.451641
0.787632	0.624007	0.431823
0.789919	0.622947	0.431628
0.798255	0.640749	0.412022
0.800441	0.63974	0.411839
0.808674	0.657389	0.392413
0.810762	0.656428	0.39224
0.818909	0.673947	0.372967
0.820904	0.673032	0.372805
0.828979	0.690445	0.353656
0.830885	0.689573	0.353504
0.838904	0.706902	0.334452
0.840723	0.706072	0.33431
0.8487	0.72334	0.315329
0.850435	0.722549	0.315196
0.858384	0.739776	0.296262
0.860038	0.739023	0.296139
0.867971	0.756232	0.277227
0.869545	0.755516	0.277112
0.877475	0.772724	0.258199
0.87897	0.772043	0.258094
0.886908	0.789268	0.23916
0.888326	0.788623	0.239063
0.89628	0.805879	0.220092
0.897621	0.805269	0.220003
0.9056	0.822565	0.200984
0.906863	0.82199	0.200903
0.91487	0.839328	0.181832
0.916053	0.838788	0.181759
0.924086	0.856155	0.162648
0.925189	0.855651	0.162583
0.933236	0.873018	0.143464
0.934255	0.872551	0.143407
0.942289	0.889854	0.124349
0.943222	0.889427	0.124299
0.951195	0.906556	0.105421
0.952036	0.90617	0.105379
0.959864	0.922945	0.0868815
0.960608	0.922602	0.0868458
0.968159	0.938739	0.0690417
0.9688	0.938443	0.0690127
0.97588	0.95353	0.0523571
0.976412	0.953283	0.0523344
0.982764	0.96678	0.0374249
0.983185	0.966584	0.037408
0.988526	0.977903	0.0248986
0.988839	0.977756	0.0248868
0.99295	0.986447	0.0152776
0.993164	0.986346	0.0152699
0.996003	0.992337	0.00864259
0.996137	0.992274	0.00863796
0.997887	0.995961	0.00455848
0.997964	0.995924	0.0045559
0.998939	0.997976	0.00228515
0.99898	0.997957	0.0022838
