0			1			1			1
0.1			0.904382			0.895836			0.904837
0.2			0.817907			0.810587			0.818731
0.3			0.732303			0.726153			0.740818
0.4			0.668972			0.663655			0.67032
0.5			0.605006			0.6005			0.606531
0.6			0.541685			0.53795			0.548812
0.7			0.494839			0.49165			0.496585
0.8			0.447523			0.444864			0.449329
0.9			0.404732			0.40253			0.40657
1			0.366032			0.364225			0.367879
1.1			0.331033			0.329565			0.332871
1.2			0.296387			0.295236			0.301194
1.3			0.270754			0.269826			0.272532
1.4			0.244865			0.244149			0.246597
1.5			0.221452			0.220915			0.22313
1.6			0.200277			0.199893			0.201897
1.7			0.179316			0.179072			0.182684
1.8			0.163808			0.163659			0.165299
1.9			0.148145			0.148085			0.149569
2			0.13398			0.133993			0.135335
2.1			0.121169			0.121242			0.122456
2.2			0.109583			0.109704			0.110803
2.3			0.0991048			0.0992642			0.100259
2.4			0.0887323			0.0889261			0.090718
2.5			0.0810585			0.0812706			0.082085
2.6			0.0733079			0.0735366			0.0742736
2.7			0.0662983			0.0665386			0.0672055
2.8			0.059959			0.0602064			0.0608101
2.9			0.0536836			0.0539378			0.0550232
3			0.0490409			0.0492925			0.0497871
3.1			0.0443517			0.0446014			0.0450492
3.2			0.0401109			0.0403567			0.0407622
3.3			0.0362756			0.0365159			0.0368832
3.4			0.0324789			0.0327168			0.0333733
3.5			0.02967			0.0298959			0.0301974
3.6			0.0268331			0.0270504			0.0273237
3.7			0.0242673			0.0244757			0.0247235
3.8			0.0219469			0.0221459			0.0223708
3.9			0.0196499			0.0198465			0.0202419
4			0.0179506			0.0181301			0.0183156
4.1			0.0160718			0.0162507			0.0165727
4.2			0.0146819			0.0148419			0.0149956
4.3			0.013278			0.0134284			0.0135686
4.4			0.0120084			0.0121493			0.0122773
4.5			0.0108602			0.0109918			0.011109
4.6			0.00982176			0.00994429			0.0100518
4.7			0.00888263			0.00899632			0.00909528
4.8			0.00795296			0.00807766			0.00822975
4.9			0.00726516			0.0073619			0.00744658
5			0.00657048			0.00665909			0.00673795
5.1			0.00594223			0.00602293			0.00609675
5.2			0.00537404			0.00544704			0.00551656
5.3			0.00481159			0.00491005			0.00499159
5.4			0.00439547			0.0044536			0.00451658
5.5			0.00397518			0.00402609			0.00408677
5.6			0.00359508			0.00363888			0.00369786
5.7			0.00325133			0.00328809			0.00334597
5.8			0.00291104			0.00299569			0.00302755
5.9			0.00265928			0.00268204			0.00273944
6			0.00240501			0.00242072			0.00247875
6.1			0.00217505			0.00218363			0.00224287
6.2			0.00196707			0.00196839			0.00202943
6.3			0.0017612			0.00184596			0.0018363
6.4			0.00160888			0.00159506			0.00166156
6.5			0.00145505			0.00143322			0.00150344
6.6			0.00131592			0.00128574			0.00136037
6.7			0.00119009			0.00115111			0.00123091
6.8			0.00106553			0.0011674			0.00111378
6.9			0.000973384			0.0009152			0.00100779
7			0.000880311			0.000811547			0.000911882
7.1			0.000796138			0.000716016			0.000825105
7.2			0.000720013			0.000627651			0.000746586
7.3			0.000644655			0.000786814			0.000675539
7.4			0.000588903			0.000468943			0.000611253
7.5			0.000532594			0.000397013			0.000553084
7.6			0.000481668			0.000329055			0.000500451
7.7			0.000435612			0.000264391			0.000452827
7.8			0.00039002			0.000607055			0.000409735
7.9			0.00035629			0.00014238			0.000370744
8			0.000322222			8.38126e-05			0.000335463
8.1			0.000291412			2.60836e-05			0.000303539
8.2			0.000260912			0.000575643			0.000274654
8.3			0.000238348			-8.91663e-05			0.000248517
8.4			0.000215558			-0.000147841			0.000224867
8.5			0.000194946			-0.000207995			0.000203468
8.6			0.000176306			-0.00027023			0.000184106
8.7			0.000159448			-0.00033517			0.000166586
8.8			0.000144202			-0.000403465			0.000150733
8.9			0.000130414			-0.000475797			0.000136389
9			0.000117944			-0.000552891			0.00012341
9.1			0.000106666			-0.000635519			0.000111666
9.2			9.64671e-05			-0.000724507			0.000101039
9.3			8.72431e-05			-0.000820745			9.14242e-05
9.4			7.89011e-05			-0.000925198			8.27241e-05
9.5			7.13567e-05			-0.00103891			7.48518e-05
9.6			6.38884e-05			0.00130885			6.77287e-05
9.7			5.83632e-05			-0.00129877			6.12835e-05
9.8			5.27826e-05			-0.00144751			5.54516e-05
9.9			4.77356e-05			-0.00161075			5.01747e-05
